run_label,source_batch,attempt_id,target_id,condition,condition_name,attempt,model,temperature,max_output_tokens,thinking,response_format,status,test_path,same_test,test_sha256,oracle_status,applicability,hypothesis,trigger,potential_failure,expected_behavior,target_evidence,historical_evidence,buggy_exit,fixed_exit,buggy_state,fixed_state,buggy_failure_type,fixed_failure_type,buggy_exception,fixed_exception,classification,verified_f2p,hypothesis_matches_true_failure_mechanism,failure_category,repair_attempts,llm_calls,prompt_tokens,completion_tokens,wall_clock_seconds,buggy_log,fixed_log
replication2,replication2b,replication2_replication2b_A_01,PySnooper:1,A,TARGET_ONLY,1,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/A_attempt_1.py,True,2903e0d0e5d7612131f7b4add7db8f8aa2440195a207294eac6f578525faeacc,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is closed early (via GeneratorExit) before exhaustion, the tracer's generator_wrapper does not restore the previous sys.settrace state, leaving the tracer's trace function installed globally after the generator is closed.","Decorate a generator function with pysnooper.snoop(), start it with next(), then call .close() before the generator is exhausted; afterwards check sys.gettrace() against the value captured before the generator was created.","sys.gettrace() remains the Tracer.trace bound method instead of the original trace function (None), because the GeneratorExit raised by close() propagates out of the `with self:` block in generator_wrapper without the wrapper's StopIteration handling restoring the trace state.","After closing a snooped generator early, sys.gettrace() should equal the trace function that was active before the generator was created (None in a normal pytest run), matching the invariant asserted in the existing test_generator test that the original tracer remains active after generator operations.","pysnooper/tracer.py generator_wrapper wraps each resume in `with self:` and only catches StopIteration; Tracer.__exit__ restores sys.settrace(stack.pop()). tests/test_pysnooper.py::test_generator explicitly asserts `original_tracer_active()` after next/send/StopIteration, establishing that snooped generators must not leave the tracer installed.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,507,3.233,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_1_fixed.log
replication2,replication2b,replication2_replication2b_A_02,PySnooper:1,A,TARGET_ONLY,2,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/A_attempt_2.py,True,9d221abfe0be2eff84d71440e858f159c2433dcae4d42327f6a52572ff2477d5,SUPPORTED_ORACLE,,"When a snooped function raises an exception, the tracer's 'return' event handling deletes the frame from frame_to_local_reprs and decrements thread_global.depth, but the 'exception' event is processed after the 'return' event, so the exception line is written with an indent that has already been decremented, producing incorrect indentation for the exception message.","Decorate a function with @pysnooper.snoop(string_io) that raises a ValueError, call it, and inspect the output for the exception line's indentation.","The exception line may be indented with fewer spaces than expected (e.g., 0 instead of 4), because thread_global.depth was decremented in the 'return' event before the 'exception' event is handled.","The exception line should be indented consistently with the function body, i.e., 4 spaces for a top-level function, matching the indentation of other lines within the function.","In tracer.py, the 'return' event handling (lines with 'if event == ""return"":') deletes the frame from frame_to_local_reprs and decrements thread_global.depth. The 'exception' event handling (lines with 'if event == ""exception"":') writes the exception message using the current indent. Since the 'return' event occurs before the 'exception' event when an exception propagates, the indent is already reduced. The test_exception in tests/test_pysnooper.py uses assert_sample_output, which likely checks indentation, but the sample may not cover this specific ordering issue.",,1,1,FAIL,FAIL,ASSERTION_FAILURE,ASSERTION_FAILURE,AssertionError,AssertionError,F2F,False,no,WRONG_MECHANISM,0,1,15319,648,3.397,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_2_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_2_fixed.log
replication2,replication2b,replication2_replication2b_A_03,PySnooper:1,A,TARGET_ONLY,3,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/A_attempt_3.py,True,6b0836a23c1c5559d821bf7a97e2c30b49ba4887015dc68eea4863a4a8f21109,UNSUPPORTED_ORACLE,,"When a Tracer is used as a context manager inside a generator function, the generator's frame is added to self.target_frames on __enter__ but is never removed on __exit__, so after the with block the generator's frame remains in target_frames and subsequent lines in the generator are still traced, producing extra output that should not appear.","Define a generator function that contains a `with pysnooper.snoop(string_io):` block followed by additional statements after the with block. Iterate the generator to completion and inspect the captured output. The output should contain line entries only for statements inside the with block, not for statements after it.","The tracer continues to emit line entries for statements executed after the with block in the generator, because the generator frame is never discarded from target_frames in __exit__.",Only statements inside the `with pysnooper.snoop(...)` block should be traced; statements after the with block in the same generator should not produce line entries.,"Tracer.__exit__ calls `self.target_frames.discard(calling_frame)` where `calling_frame = inspect.currentframe().f_back`. For a generator, the frame that executed __enter__ is not the same as the frame that executes __exit__ (the generator's frame is suspended and resumed), so the discard removes the wrong frame, leaving the generator frame in target_frames. The trace method checks `frame in self.target_frames` to decide whether to trace, so the generator frame remains traced after the with block.",,0,0,PASS,PASS,,,,,UNSUPPORTED_ORACLE,False,no,UNSUPPORTED_ORACLE,0,1,15319,571,3.273,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_3_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_3_fixed.log
replication2,replication2b,replication2_replication2b_A_04,PySnooper:1,A,TARGET_ONLY,4,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/A_attempt_4.py,True,2f9db7ce1dea62e680c195067cc3a0f5451d34800d30f56496e30a2abcf3d5d1,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is closed early via generator.close(), the tracer's __exit__ is not invoked, so sys.settrace is not restored and the tracer's thread-local trace-function stack is left unbalanced.","Decorate a generator function with pysnooper.snoop(), advance it once with next(), then call generator.close() and check whether sys.gettrace() is restored to the original trace function.","sys.gettrace() remains set to the Tracer.trace bound method after generator.close(), and the thread-local original_trace_functions stack still contains the pre-snoop trace function, so the tracer leaks global tracing state.","After a snooped generator is closed early, sys.gettrace() should equal the trace function that was active before the generator was created/advanced, and the tracer's thread-local stack should be balanced.","pysnooper/tracer.py generator_wrapper uses `with self:` around each `method(incoming)` call; __enter__ appends sys.gettrace() to self.thread_local.original_trace_functions and calls sys.settrace(self.trace), while __exit__ pops that stack and restores sys.settrace. tests/test_pysnooper.py::test_generator asserts `original_tracer_active()` after each next()/send() and after StopIteration, establishing that the tracer must not leak sys.settrace across generator suspension/resumption. The same invariant should hold when the generator is closed early.",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,552,3.149,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_4_fixed.log
replication2,replication2b,replication2_replication2b_A_05,PySnooper:1,A,TARGET_ONLY,5,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/A_attempt_5.py,True,0a7c96fcaec01a25a3a52f6bd627a209af8cc39111958109485457359977fd36,SUPPORTED_ORACLE,,"When a generator function decorated with @pysnooper.snoop() is closed early (via .close()), the generator_wrapper's `while True` loop does not handle GeneratorExit, so the exception propagates and the tracer's __exit__ is not called, leaving sys.settrace set to the tracer's trace function instead of restoring the original trace function.","Decorate a generator function with pysnooper.snoop(), start it with next(), then call .close() on the generator and check sys.gettrace().","sys.gettrace() remains the tracer's trace function after generator.close(), instead of being restored to the original trace function (None).","After closing a snooped generator, sys.gettrace() should equal the original trace function (None), because the tracer's __exit__ should restore the previous trace function.","pysnooper/tracer.py generator_wrapper uses `with self:` inside a `while True` loop; __exit__ restores sys.settrace(stack.pop()). The existing test_generator asserts `original_tracer_active()` after each generator operation, including after StopIteration, but does not test early close. The wrapper's `except StopIteration: return` only handles normal termination, not GeneratorExit from close().",,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,15319,536,3.13,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/A_attempt_5_fixed.log
replication2,replication2b,replication2_replication2b_B_01,PySnooper:1,B,NAIVE_RAW_HISTORY,1,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/B_attempt_1.py,True,c529d370b744472af7d3ffff83ff699f2421bdaaffaf5f6e2c08d68de95296b6,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the same Tracer instance is entered recursively (e.g., a function that uses the same snoop object recursively), the __exit__ method pops the wrong trace function from the thread-local stack, causing sys.gettrace() to not be restored to the original trace function after the outermost with block exits.","Create a single Tracer instance, use it in a recursive function via `with snoop:`, call the function recursively, and after the outermost with block exits, assert that sys.gettrace() equals the original trace function.","sys.gettrace() after the outermost with block may not equal the original trace function, because __exit__ pops from the stack in LIFO order but the stack may contain duplicate entries or be mismatched due to recursive entry/exit ordering.","After all with blocks using the same Tracer instance have exited, sys.gettrace() should be restored to the original trace function that was active before the first with block was entered.","In pysnooper/tracer.py, Tracer.__enter__ appends sys.gettrace() to a thread-local stack and sets sys.settrace(self.trace). Tracer.__exit__ pops from that stack and calls sys.settrace with the popped value. The test_with_block test in tests/test_pysnooper.py demonstrates recursive use of a single Tracer instance via with blocks, and the generator test checks that sys.gettrace() is restored after generator usage. The intended invariant is that the original trace function is restored after all with blocks exit.","PySnooper:3 fix diff shows a bug in get_write_function where a wrong variable name (output_path instead of output) was used, indicating that variable/state management bugs in Tracer-related code are plausible. The regression test test_file_output verifies file output behavior. This historical evidence suggests that state management in Tracer is a fruitful area for bug discovery.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,614,3.941,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_1_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_1_fixed.log
replication2,replication2b,replication2_replication2b_B_02,PySnooper:1,B,NAIVE_RAW_HISTORY,2,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/B_attempt_2.py,True,9481c6e3c102a48b6e629a5d70034d8b84007224653ae2cf4b4b098d92f47ae6,SUPPORTED_ORACLE,,"In pysnooper/tracer.py, get_write_function(output, overwrite) with a path-like output (e.g. pathlib.Path) returns FileWriter(output, overwrite).write, and FileWriter.__init__ stores self.path = pycompat.text_type(path). On Python 3, pycompat.text_type is str, so a pathlib.Path is converted to its string form and file output works. However, the historical PySnooper bug #3 shows that path output was broken by using an undefined/wrong variable in the write closure. The current code's FileWriter.write opens self.path, so path output should work. The strongest remaining target-specific hypothesis is that when output is a pathlib.Path, get_write_function's is_path check uses isinstance(output, (pycompat.PathLike, str)); pycompat.PathLike is os.PathLike on Python 3, and pathlib.Path is a subclass of os.PathLike, so this should work. A falsifiable claim: passing a pathlib.Path as output to pysnooper.snoop writes the trace to that file and the decorated function returns normally.","Create a temporary directory, define a pathlib.Path log file, decorate a simple function with @pysnooper.snoop(path), call it, and assert the function result and that the log file contains expected trace lines.","If path handling is broken (e.g. FileWriter receives a non-string path and open fails, or is_path detection fails and the Path is treated as a callable/stream), the decorated function may raise an exception or no output may be written to the file.","The decorated function returns its computed value, and the specified pathlib.Path log file exists and contains the snoop trace including the call line and return value.","pysnooper/tracer.py get_write_function checks isinstance(output, (pycompat.PathLike, str)) and returns FileWriter(output, overwrite).write; FileWriter.__init__ converts path via pycompat.text_type(path) and FileWriter.write opens self.path. pysnooper/pycompat.py defines PathLike = os.PathLike on Python 3. tests/test_pysnooper.py test_file_output uses a path from temp_file_tools and asserts output content.","PySnooper:3 fix diff changed 'open(output_path, 'a')' to 'open(output, 'a')' in get_write_function, and added test_file_output using a temp folder path. This indicates path output was a real bug area and that file output with a path is expected to work.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,807,4.824,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_2_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_2_fixed.log
replication2,replication2b,replication2_replication2b_B_03,PySnooper:1,B,NAIVE_RAW_HISTORY,3,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/B_attempt_3.py,True,3da547aff788794c3a8181aedc45f6dbf0dadc5c09107a965b633413f736552b,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the tracer's __exit__ fails to restore the original sys.settrace state because it unconditionally accesses self.thread_local.original_trace_functions, which may not exist if __enter__ did not push onto the stack for the current thread, causing an AttributeError that masks the original exception.","Create a Tracer via pysnooper.snoop(), enter it as a context manager in a thread where the thread_local stack was not initialized, raise an exception inside the with block, and observe whether the original exception propagates or an AttributeError from __exit__ occurs.","The original exception raised inside the with block is replaced by an AttributeError from Tracer.__exit__ when self.thread_local.original_trace_functions is missing, so the intended exception type is not propagated.","The exception raised inside the with block should propagate unchanged, and sys.gettrace() should be restored to its pre-with value.","pysnooper/tracer.py Tracer.__enter__ appends to self.thread_local.original_trace_functions and Tracer.__exit__ pops from it; the ordinary test test_with_block exercises the with-block path but not exception propagation, and test_generator checks sys.gettrace() restoration for the decorator path.","PySnooper:3 fix diff shows a similar class of defect where a context/state variable (output_path) was referenced incorrectly in get_write_function, causing file output to fail; this suggests state-management bugs in Tracer are plausible.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,730,3.9,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_3_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_3_fixed.log
replication2,replication2b,replication2_replication2b_B_04,PySnooper:1,B,NAIVE_RAW_HISTORY,4,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/B_attempt_4.py,True,e0dbc6f4452d121d6a9f83740793cb52e1cb653832d652c5ecf7e9c0bc65d08f,SUPPORTED_ORACLE,"{'history_id': 'cookiecutter:1', 'decision': 'reject', 'reason': ""The cookiecutter encoding bug concerns JSON file decoding on Windows and has no counterpart in the PySnooper target source; no encoding-sensitive file read path is exercised by the target's public API in a way that matches this report.""}; {'history_id': 'PySnooper:3', 'decision': 'accept_as_weak_signal', 'reason': 'The fix diff and regression test target the same file (pysnooper/tracer.py) and reveal that context-manager/file-output paths in the tracer were under-tested. It does not directly prove the exception-restoration bug, but it justifies probing the Tracer context-manager lifecycle.'}","When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the tracer's __exit__ does not restore the previous sys.settrace value, leaving the tracer's trace function installed globally after the exception propagates.","Create a Tracer via pysnooper.snoop(string_io), record sys.gettrace() before entering a with block, raise a RuntimeError inside the with block, catch it, then check sys.gettrace() equals the original trace function.","sys.gettrace() after the with block will still be the Tracer.trace bound method instead of the original trace function (None), because __exit__ is not invoked when an exception propagates out of the with block in this implementation.","After a with pysnooper.snoop(...) block exits (normally or via exception), sys.gettrace() must be restored to the value it had before entering the block, so the tracer does not leak its trace function into the rest of the program.","pysnooper/tracer.py Tracer.__enter__ pushes sys.gettrace() onto a thread-local stack and calls sys.settrace(self.trace); Tracer.__exit__ pops that stack and calls sys.settrace(stack.pop()). The existing test test_generator asserts original_tracer_active() after generator operations, showing the intended invariant that the original trace function is restored. The context-manager protocol requires __exit__ to run on exception, so the restoration must occur.",PySnooper:3 fix diff shows a related defect in the same file where a context-manager-adjacent path (file output) failed to use the correct variable; the regression test test_file_output was added to cover the previously untested path. This suggests the context-manager/exit paths in tracer.py are under-tested and prone to restoration/cleanup bugs.,0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,785,4.831,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_4_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_4_fixed.log
replication2,replication2b,replication2_replication2b_B_05,PySnooper:1,B,NAIVE_RAW_HISTORY,5,deepseek-flash,0.2,2200,disabled,json_object,TEST,generated_tests/experiment2_replication2b/PySnooper_1/B_attempt_5.py,True,0530fb4c424722cf4b970ad690cdb41137faea9c74d2a89f097e300ef631f12b,SUPPORTED_ORACLE,,"When a Tracer is used as a context manager (with pysnooper.snoop(...):) and the wrapped block raises an exception, the Tracer's __exit__ does not restore the previous sys.settrace value, leaving the tracer's trace function installed globally after the with block exits.","Create a Tracer via pysnooper.snoop(output=io.StringIO()), enter it with a with statement, raise a ValueError inside the block, catch the exception outside, then check sys.gettrace() is None (or the original trace function).","sys.gettrace() remains the Tracer.trace bound method after the with block, so subsequent code is still traced and the original trace function is lost.","After a with pysnooper.snoop(...) block exits, whether normally or via an exception, sys.gettrace() must be restored to the value it had before entering the block (None in a normal pytest run).","pysnooper/tracer.py Tracer.__enter__ appends sys.gettrace() to thread_local.original_trace_functions and calls sys.settrace(self.trace); Tracer.__exit__ pops that stack and calls sys.settrace(stack.pop()). The existing test test_generator asserts original_tracer_active() after generator operations, showing the intended invariant that the original trace function is restored. The __exit__ implementation relies on thread_local.original_trace_functions being present and correctly restored even when an exception propagates.","PySnooper:3 fix diff shows a similar class of defect in the same file: a closure variable (output_path) was used instead of the actual parameter (output), causing file output to fail. This suggests the target code has latent defects in Tracer plumbing that ordinary tests may not cover.",0,0,PASS,PASS,,,,,P2P,False,no,SEMANTIC_NON_TRIGGER,0,1,19711,580,3.485,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_5_buggy.log,artifacts/execution_logs/experiment2_re_evaluated/replication2b/B_attempt_5_fixed.log
